,index,GameID,gametime,name,Minutes,Start,active,DKP,Team,Opp,home,team_pts,opp_pts,dk_sal,dk_pos,dk_change,Stats,DoubleD,min_7d_avg,min_90d_avg,dk_avg_90_days,opppts_avg,dk_per_min,DKP_trans,dk_sal_increase,dk_sal_decrease,dk_std_90_days,dk_max_30_days
29269,2016-03-21 00:00:00,20160321-gsw-min,20.0,Gorgui Dieng,,,,,min,gsw,H,,,6200.0,4.0,0.0,,,33.51666666666667,29.110162601626016,27.835365853658537,105.22,0.9562078451634526,,False,False,11.083998849143068,47.25
0,2016-03-21 00:00:00,20160321-orl-bos,19.5,Chris Copeland,,,,,orl,bos,A,,,,,,,,,3.3380952380952396,2.3214285714285716,104.3778801843318,0.6954350927246787,,False,False,1.8524436884957176,
1368,2016-03-21 00:00:00,20160321-orl-bos,19.5,Melvin Ejim,,,,,orl,bos,A,,,,,,,,,,,104.3778801843318,,,False,False,,
1470,2016-03-21 00:00:00,20160321-orl-bos,19.5,Keith Appling,,,,,orl,bos,A,,,,,,,,,5.37,1.85,104.3778801843318,0.34450651769087526,,False,False,2.1621748310439655,
4367,2016-03-21 00:00:00,20160321-orl-bos,19.5,Victor Oladipo,,,,,orl,bos,A,,,7700.0,2.0,0.0,,,40.716666666666676,34.94078947368422,33.578947368421055,104.3778801843318,0.9610242892110712,,False,False,12.43593111294059,67.25
5944,2016-03-21 00:00:00,20160321-orl-bos,19.5,Greg Stiemsma,,,,,orl,bos,A,,,,,,,,,,,104.3778801843318,,,False,False,,
7780,2016-03-21 00:00:00,20160321-orl-bos,19.5,Elfrid Payton,,,,,orl,bos,A,,,5400.0,1.0,0.0,,,16.6333333333333,27.527604166666666,23.6171875,104.3778801843318,0.8579456227650275,,False,False,11.792217289758147,44.5
8821,2016-03-21 00:00:00,20160321-orl-bos,19.5,Devyn Marble,,,,,orl,bos,A,,,3000.0,3.0,0.0,,,10.883333333333333,8.63076923076923,5.538461538461538,104.3778801843318,0.6417112299465241,,False,False,7.497114829668195,24.5
11625,2016-03-21 00:00:00,20160321-orl-bos,19.5,Andrew Nicholson,,,,,orl,bos,A,,,3200.0,4.0,0.0,,,21.94166666666665,10.322666666666667,8.57,104.3778801843318,0.8302118315680703,,False,False,9.706237255840529,31.75
13525,2016-03-21 00:00:00,20160321-orl-bos,19.5,Jason Smith,,,,,orl,bos,A,,,4300.0,4.0,0.0,,,20.262500000000006,15.297916666666662,14.85,104.3778801843318,0.9707204139997279,,False,False,8.395053488627877,43.75
14284,2016-03-21 00:00:00,20160321-orl-bos,19.5,C.J. Watson,,,,,orl,bos,A,,,3300.0,1.0,0.0,,,20.7777777777778,20.556250000000006,11.984375,104.3778801843318,0.5830039525691698,,False,False,7.1019180214455675,24.75
15536,2016-03-21 00:00:00,20160321-orl-bos,19.5,Brandon Jennings,,,,,orl,bos,A,,,4600.0,1.0,0.0,,,28.641666666666676,18.60042735042735,16.416666666666668,104.3778801843318,0.8825962090752443,,False,False,9.45963261035052,35.75
16338,2016-03-21 00:00:00,20160321-orl-bos,19.5,Aaron Gordon,,,,,orl,bos,A,,,5800.0,4.0,0.0,,,22.316666666666677,26.099186991869917,25.603658536585368,104.3778801843318,0.9810136440097191,,False,False,11.793268155201417,44.0
16408,2016-03-21 00:00:00,20160321-orl-bos,19.5,Jordan Sibert,,,,,orl,bos,A,,,,,,,,,,,104.3778801843318,,,False,False,,
16959,2016-03-21 00:00:00,20160321-orl-bos,19.5,Ersan Ilyasova,,,,,orl,bos,A,,,3800.0,4.0,0.0,,,24.48888888888887,24.872499999999995,21.7875,104.3778801843318,0.8759674339129563,,False,False,9.235270670585368,41.0
17238,2016-03-21 00:00:00,20160321-orl-bos,19.5,Joe Harris,,,,,orl,bos,A,,,,,,,,,,,104.3778801843318,,,False,False,,
18592,2016-03-21 00:00:00,20160321-orl-bos,19.5,Evan Fournier,,,,,orl,bos,A,,,5500.0,2.0,-100.0,,,35.8375,32.86052631578948,25.519736842105264,104.3778801843318,0.7766076719788579,,False,True,9.086368907813297,41.25
25120,2016-03-21 00:00:00,20160321-orl-bos,19.5,Nikola Vucevic,,,,,orl,bos,A,,,7200.0,5.0,0.0,,,,33.05909090909092,38.31060606060606,104.3778801843318,1.1588523763692191,,False,False,9.984368701686252,53.75
26445,2016-03-21 00:00:00,20160321-orl-bos,19.5,Nnanna Egwu,,,,,orl,bos,A,,,,,,,,,,,104.3778801843318,,,False,False,,
28919,2016-03-21 00:00:00,20160321-orl-bos,19.5,Shabazz Napier,,,,,orl,bos,A,,,3000.0,1.0,0.0,,,,10.786111111111106,8.020833333333334,104.3778801843318,0.7436260623229466,,False,False,7.188047395664475,9.25
29828,2016-03-21 00:00:00,20160321-orl-bos,19.5,Dewayne Dedmon,,,,,orl,bos,A,,,3100.0,5.0,0.0,,,18.516666666666673,9.981609195402298,8.827586206896552,104.3778801843318,0.8843850760018426,,False,False,6.960059346612957,21.0
30847,2016-03-21 00:00:00,20160321-orl-bos,19.5,Mario Hezonja,,,,,orl,bos,A,,,3700.0,2.0,0.0,,,16.470833333333324,18.809756097560978,12.670731707317072,104.3778801843318,0.673625518672199,,False,False,8.434386281835776,35.75
967,2016-03-21 00:00:00,20160321-phi-ind,19.0,Sonny Weems,,,,,phi,ind,A,,,3000.0,2.0,0.0,,,11.422222222222233,12.820238095238098,6.357142857142857,101.99520383693046,0.49586776859504117,,False,False,5.961073018709931,9.5
1970,2016-03-21 00:00:00,20160321-phi-ind,19.0,Carl Landry,,,,,phi,ind,A,,,4000.0,4.0,0.0,,,18.404166666666672,13.85059523809524,14.392857142857142,101.99520383693046,1.039150801495552,,False,False,10.540360826328781,36.0
2111,2016-03-21 00:00:00,20160321-phi-ind,19.0,Jahlil Okafor,,,,,phi,ind,A,,,5800.0,5.0,0.0,,,,27.753205128205124,29.26923076923077,101.99520383693046,1.0546252454094007,,False,False,10.039652154562692,44.0
2323,2016-03-21 00:00:00,20160321-phi-ind,19.0,Elton Brand,,,,,phi,ind,A,,,3100.0,5.0,0.0,,,12.033333333333344,11.016666666666667,11.25,101.99520383693046,1.021180030257186,,False,False,7.762087348130012,25.75
4214,2016-03-21 00:00:00,20160321-phi-ind,19.0,Hollis Thompson,,,,,phi,ind,A,,,4400.0,2.0,0.0,,,32.07916666666668,28.98468468468468,18.06756756756757,101.99520383693046,0.623348770708358,,False,False,6.508981148043494,31.5
5772,2016-03-21 00:00:00,20160321-phi-ind,19.0,Isaiah Canaan,,,,,phi,ind,A,,,4500.0,1.0,0.0,,,30.887500000000003,24.03875,18.43125,101.99520383693046,0.7667307992304092,,False,False,8.709703456195957,29.25
5872,2016-03-21 00:00:00,20160321-phi-ind,19.0,Pierre Jackson,,,,,phi,ind,A,,,,,,,,,,,101.99520383693046,,,False,False,,
6309,2016-03-21 00:00:00,20160321-phi-ind,19.0,J.P. Tokoto,,,,,phi,ind,A,,,,,,,,,,,101.99520383693046,,,False,False,,
6445,2016-03-21 00:00:00,20160321-phi-ind,19.0,Robert Covington,,,,,phi,ind,A,,,5900.0,3.0,0.0,,,,26.837500000000006,24.40277777777778,101.99520383693046,0.9092790974486362,,False,False,11.631127843878035,42.75
8473,2016-03-21 00:00:00,20160321-phi-ind,19.0,Nik Stauskas,,,,,phi,ind,A,,,4100.0,2.0,0.0,,,26.075,24.378571428571433,16.67142857142857,101.99520383693046,0.6838558452973922,,False,False,9.80954131651099,40.0
11554,2016-03-21 00:00:00,20160321-phi-ind,19.0,Richaun Holmes,,,,,phi,ind,A,,,3500.0,4.0,0.0,,,,13.443333333333333,12.225,101.99520383693046,0.9093726754277213,,False,False,8.46731800146487,30.5
12397,2016-03-21 00:00:00,20160321-phi-ind,19.0,Furkan Aldemir,,,,,phi,ind,A,,,,,,,,,,,101.99520383693046,,,False,False,,
17829,2016-03-21 00:00:00,20160321-phi-ind,19.0,Jerami Grant,,,,,phi,ind,A,,,5500.0,3.0,200.0,,,29.905555555555537,26.766666666666662,22.45945945945946,101.99520383693046,0.8390831678502912,,True,False,9.229239750183456,39.0
21942,2016-03-21 00:00:00,20160321-phi-ind,19.0,Scottie Wilbekin,,,,,phi,ind,A,,,,,,,,,,,101.99520383693046,,,False,False,,
22916,2016-03-21 00:00:00,20160321-phi-ind,19.0,Christian Wood,,,,,phi,ind,A,,,,,,,,,,,101.99520383693046,,,False,False,,
23989,2016-03-21 00:00:00,20160321-phi-ind,19.0,T.J. McConnell,,,,,phi,ind,A,,,3200.0,1.0,0.0,,,18.804166666666674,16.246249999999996,16.03125,101.99520383693046,0.9867661768100333,,False,False,7.249709874831597,23.0
25258,2016-03-21 00:00:00,20160321-phi-ind,19.0,Nerlens Noel,,,,,phi,ind,A,,,6900.0,4.0,0.0,,,30.704166666666673,28.863596491228062,31.907894736842106,101.99520383693046,1.105471895941285,,False,False,8.915788654963258,51.5
28409,2016-03-21 00:00:00,20160321-phi-ind,19.0,Joel Embiid,,,,,phi,ind,A,,,3000.0,5.0,0.0,,,,,,101.99520383693046,,,False,False,,
29410,2016-03-21 00:00:00,20160321-phi-ind,19.0,Ishmael Smith,,,,,phi,ind,A,,,6100.0,1.0,0.0,,,33.199999999999974,30.98675213675214,32.03846153846154,101.99520383693046,1.0339406142685734,,False,False,11.314949714626854,45.0
30703,2016-03-21 00:00:00,20160321-phi-ind,19.0,Kendall Marshall,,,,,phi,ind,A,,,3000.0,1.0,0.0,,,13.100000000000023,12.417647058823539,8.955882352941176,101.99520383693046,0.7212221695878724,,False,False,5.470971187576674,18.75
2828,2016-03-21 00:00:00,20160321-mem-pho,22.0,Cory Jefferson,,,,,pho,mem,H,,,,,,,,,9.9888888888889,8.833333333333334,100.7729357798165,0.8843159065628468,,False,False,1.5069284433354255,
3568,2016-03-21 00:00:00,20160321-mem-pho,22.0,Alex Len,,,,,pho,mem,H,,,6400.0,5.0,-400.0,,,28.122222222222234,24.210476190476186,24.521428571428572,100.7729357798165,1.0128437118917433,,False,True,14.942459665006165,55.25
4996,2016-03-21 00:00:00,20160321-mem-pho,22.0,Terrico White,,,,,pho,mem,H,,,,,,,,,,,100.7729357798165,,,False,False,,
5353,2016-03-21 00:00:00,20160321-mem-pho,22.0,Chase Budinger,,,,,pho,mem,H,,,3000.0,3.0,0.0,,,9.977777777777767,12.73765432098766,9.518518518518519,100.7729357798165,0.7472740489459653,,False,False,4.912173812778979,20.0
6082,2016-03-21 00:00:00,20160321-mem-pho,22.0,P.J. Tucker,,,,,pho,mem,H,,,4400.0,3.0,0.0,,,35.65,33.24059829059828,23.378205128205128,100.7729357798165,0.7033027782420326,,False,False,10.633838706742997,51.5
6711,2016-03-21 00:00:00,20160321-mem-pho,22.0,Alan Williams,,,,,pho,mem,H,,,3000.0,4.0,0.0,,,2.2,2.2,3.0,100.7729357798165,1.3636363636363635,,False,False,,3.0
7027,2016-03-21 00:00:00,20160321-mem-pho,22.0,DeJuan Blair,,,,,pho,mem,H,,,,,,,,,6.066666666666668,4.732142857142857,100.7729357798165,0.7800235478806905,,False,False,6.648788413134935,
9879,2016-03-21 00:00:00,20160321-mem-pho,22.0,Archie Goodwin,,,,,pho,mem,H,,,3000.0,1.0,0.0,,,8.433333333333335,23.33676470588236,18.066176470588236,100.7729357798165,0.7741508601676222,,False,False,10.993163995619328,23.75
15396,2016-03-21 00:00:00,20160321-mem-pho,22.0,Ronnie Price,,,,,pho,mem,H,,,3200.0,1.0,-100.0,,,16.45,25.214285714285705,17.535714285714285,100.7729357798165,0.6954674220963175,,False,True,9.994150074632946,38.25
16409,2016-03-21 00:00:00,20160321-mem-pho,22.0,Tyson Chandler,,,,,pho,mem,H,,,5000.0,5.0,200.0,,,29.05,24.399099099099104,22.66891891891892,100.7729357798165,0.92908835801056,,True,False,12.074717338256775,42.75
17688,2016-03-21 00:00:00,20160321-mem-pho,22.0,T.J. Warren,,,,,pho,mem,H,,,3700.0,3.0,0.0,,,,24.08055555555556,18.98611111111111,100.7729357798165,0.78844157342254,,False,False,12.868529848336069,
18777,2016-03-21 00:00:00,20160321-mem-pho,22.0,John Jenkins,,,,,pho,mem,H,,,3000.0,2.0,0.0,,,6.341666666666665,9.93333333333333,5.45,100.7729357798165,0.5486577181208055,,False,False,4.302386118863517,14.25
18989,2016-03-21 00:00:00,20160321-mem-pho,22.0,Mirza Teletovic,,,,,pho,mem,H,,,4500.0,3.0,-100.0,,,23.938888888888897,21.763963963963963,20.513513513513512,100.7729357798165,0.9425449126583326,,False,True,9.759245250933489,47.25
21285,2016-03-21 00:00:00,20160321-mem-pho,22.0,Bryce Cotton,,,,,pho,mem,H,,,,,,,,,10.9,4.0,100.7729357798165,0.36697247706422015,,False,False,4.924428900898052,
21379,2016-03-21 00:00:00,20160321-mem-pho,22.0,Devin Booker,,,,,pho,mem,H,,,6500.0,2.0,0.0,,,36.661111111111104,34.043859649122794,27.085526315789473,100.7729357798165,0.7956068023705233,,False,False,10.386659244244296,48.25
24545,2016-03-21 00:00:00,20160321-mem-pho,22.0,Phil Pressey,,,,,pho,mem,H,,,,,,,,,12.601851851851855,9.666666666666666,100.7729357798165,0.7670830271858925,,False,False,8.608680212436747,22.0
25891,2016-03-21 00:00:00,20160321-mem-pho,22.0,Kyle Casey,,,,,pho,mem,H,,,,,,,,,,,100.7729357798165,,,False,False,,
25892,2016-03-21 00:00:00,20160321-mem-pho,22.0,Jon Leuer,,,,,pho,mem,H,,,3100.0,4.0,0.0,,,14.07222222222221,16.123214285714287,16.964285714285715,100.7729357798165,1.0521652453206336,,False,False,9.744113675586473,29.25
29622,2016-03-21 00:00:00,20160321-mem-pho,22.0,Eric Bledsoe,,,,,pho,mem,H,,,8000.0,2.0,0.0,,,,23.875,18.875,100.7729357798165,0.7905759162303665,,False,False,18.915106396740146,
30462,2016-03-21 00:00:00,20160321-mem-pho,22.0,Brandon Knight,,,,,pho,mem,H,,,7100.0,1.0,100.0,,,35.49444444444447,36.870588235294115,32.955882352941174,100.7729357798165,0.8938257817485642,,True,False,8.98967954018908,52.5
269,2016-03-21 00:00:00,20160321-sac-chi,20.0,Seth Curry,,,,,sac,chi,A,,,3200.0,1.0,0.0,,,14.4888888888889,11.802500000000006,7.6,105.11926605504587,0.6439313704723573,,False,False,7.4992982127803485,26.5
619,2016-03-21 00:00:00,20160321-sac-chi,20.0,Caron Butler,,,,,sac,chi,A,,,3000.0,3.0,0.0,,,13.916666666666684,10.0375,9.6875,105.11926605504587,0.9651307596513077,,False,False,7.092763330794752,17.0
3150,2016-03-21 00:00:00,20160321-sac-chi,20.0,Quincy Acy,,,,,sac,chi,A,,,3000.0,4.0,0.0,,,14.941666666666668,15.117156862745098,11.654411764705882,105.11926605504587,0.7709393949220144,,False,False,8.386048728683694,28.75
5283,2016-03-21 00:00:00,20160321-sac-chi,20.0,Rajon Rondo,,,,,sac,chi,A,,,7900.0,1.0,0.0,,,35.833333333333336,35.342543859649126,40.473684210526315,105.11926605504587,1.1451831076804704,,False,False,11.243735413986935,50.0
5702,2016-03-21 00:00:00,20160321-sac-chi,20.0,Omri Casspi,,,,,sac,chi,A,,,4200.0,3.0,0.0,,,22.216666666666665,26.69333333333333,23.542857142857144,105.11926605504587,0.8819751676894535,,False,False,7.694174102920368,30.25
7564,2016-03-21 00:00:00,20160321-sac-chi,20.0,Vince Hunter,,,,,sac,chi,A,,,,,,,,,,,105.11926605504587,,,False,False,,
9608,2016-03-21 00:00:00,20160321-sac-chi,20.0,Kosta Koufos,,,,,sac,chi,A,,,3100.0,5.0,0.0,,,12.604166666666659,14.882905982905982,12.076923076923077,105.11926605504587,0.811462700281399,,False,False,6.997921177729611,30.0
12469,2016-03-21 00:00:00,20160321-sac-chi,20.0,DeMarcus Cousins,,,,,sac,chi,A,,,10400.0,4.0,0.0,,,35.554166666666674,35.636752136752136,54.705128205128204,105.11926605504587,1.535076148219211,,False,False,12.649223997790878,75.0
13455,2016-03-21 00:00:00,20160321-sac-chi,20.0,Rudy Gay,,,,,sac,chi,A,,,6300.0,3.0,0.0,,,35.075,34.662745098039224,31.029411764705884,105.11926605504587,0.8951804502771805,,False,False,10.452592237908194,49.5
14706,2016-03-21 00:00:00,20160321-sac-chi,20.0,James Anderson,,,,,sac,chi,A,,,3100.0,2.0,0.0,,,21.794444444444434,13.500666666666664,6.88,105.11926605504587,0.5096044639770877,,False,False,6.484002750359277,26.5
15683,2016-03-21 00:00:00,20160321-sac-chi,20.0,Ben McLemore,,,,,sac,chi,A,,,3000.0,2.0,0.0,,,,19.31611111111111,12.083333333333334,105.11926605504587,0.6255572492737784,,False,False,8.061277529169857,20.5
22290,2016-03-21 00:00:00,20160321-sac-chi,20.0,Marshall Henderson,,,,,sac,chi,A,,,,,,,,,,,105.11926605504587,,,False,False,,
25329,2016-03-21 00:00:00,20160321-sac-chi,20.0,Marco Belinelli,,,,,sac,chi,A,,,3200.0,2.0,0.0,,,20.150000000000002,24.154504504504498,16.263513513513512,105.11926605504587,0.673311825149656,,False,False,9.480415841857072,23.75
25752,2016-03-21 00:00:00,20160321-sac-chi,20.0,Eric Moreland,,,,,sac,chi,A,,,3000.0,4.0,0.0,,,,,,105.11926605504587,,,False,False,,
26239,2016-03-21 00:00:00,20160321-sac-chi,20.0,Duje Dukan,,,,,sac,chi,A,,,3000.0,3.0,0.0,,,,,,105.11926605504587,,,False,False,,
28480,2016-03-21 00:00:00,20160321-sac-chi,20.0,David Stockton,,,,,sac,chi,A,,,,,,,,,,,105.11926605504587,,,False,False,,
29547,2016-03-21 00:00:00,20160321-sac-chi,20.0,Darren Collison,,,,,sac,chi,A,,,5200.0,1.0,0.0,,,35.05,30.21991869918699,24.926829268292682,105.11926605504587,0.8248476614519579,,False,False,9.456850014413993,39.75
30982,2016-03-21 00:00:00,20160321-sac-chi,20.0,Willie Cauley-Stein,,,,,sac,chi,A,,,3900.0,5.0,0.0,,,27.91666666666665,20.42474747474747,17.015151515151516,105.11926605504587,0.833065453376524,,False,False,8.892355256487212,23.75
1227,2016-03-21 00:00:00,20160321-sas-cha,19.0,Boban Marjanovic,,,,,sas,cha,A,,,3000.0,5.0,0.0,,,3.216666666666665,8.690860215053762,11.596774193548388,102.15473441108546,1.3343643674605632,,False,False,10.665692159785591,21.25
7355,2016-03-21 00:00:00,20160321-sas-cha,19.0,LaMarcus Aldridge,,,,,sas,cha,A,,,7500.0,4.0,200.0,,,30.97777777777777,31.211711711711715,35.101351351351354,102.15473441108546,1.124621157454178,,True,False,10.915467405415066,53.75
8057,2016-03-21 00:00:00,20160321-sas-cha,19.0,Boris Diaw,,,,,sas,cha,A,,,3300.0,4.0,300.0,,,20.92222222222223,17.667916666666663,14.5625,102.15473441108546,0.8242341343772848,,True,False,8.323728439119403,30.0
8266,2016-03-21 00:00:00,20160321-sas-cha,19.0,Deshaun Thomas,,,,,sas,cha,A,,,,,,,,,,,102.15473441108546,,,False,False,,
9165,2016-03-21 00:00:00,20160321-sas-cha,19.0,Kyle Anderson,,,,,sas,cha,A,,,3000.0,3.0,0.0,,,13.138888888888891,16.523423423423427,13.885135135135135,102.15473441108546,0.8403304072842264,,False,False,7.329448448864659,31.0
10572,2016-03-21 00:00:00,20160321-sas-cha,19.0,Jonathon Simmons,,,,,sas,cha,A,,,3000.0,3.0,0.0,,,,14.161616161616166,9.371212121212121,102.15473441108546,0.6617332382310982,,False,False,6.2575333386925305,13.25
11902,2016-03-21 00:00:00,20160321-sas-cha,19.0,Matt Bonner,,,,,sas,cha,A,,,3000.0,4.0,0.0,,,,5.868181818181818,4.431818181818182,102.15473441108546,0.7552285050348567,,False,False,4.735624178884592,9.5
12188,2016-03-21 00:00:00,20160321-sas-cha,19.0,Andre Miller,,,,,sas,cha,A,,,3000.0,1.0,0.0,,,3.0083333333333346,8.116666666666669,5.444444444444445,102.15473441108546,0.6707734428473646,,False,False,6.27586152719264,25.0
12468,2016-03-21 00:00:00,20160321-sas-cha,19.0,Keifer Sykes,,,,,sas,cha,A,,,,,,,,,,,102.15473441108546,,,False,False,,
12543,2016-03-21 00:00:00,20160321-sas-cha,19.0,Danny Green,,,,,sas,cha,A,,,4400.0,2.0,0.0,,,27.31111111111113,26.502991452991463,19.935897435897434,102.15473441108546,0.7522131028588932,,False,False,9.559150677409281,36.25
15114,2016-03-21 00:00:00,20160321-sas-cha,19.0,Reggie Williams,,,,,sas,cha,A,,,,,,,,,,,102.15473441108546,,,False,False,,
15116,2016-03-21 00:00:00,20160321-sas-cha,19.0,Tony Parker,,,,,sas,cha,A,,,4700.0,1.0,200.0,,,26.822222222222234,27.402380952380952,24.05,102.15473441108546,0.8776609609870537,,True,False,10.4055273773125,47.75
16819,2016-03-21 00:00:00,20160321-sas-cha,19.0,Manu Ginobili,,,,,sas,cha,A,,,3600.0,2.0,100.0,,,17.355555555555537,19.14423076923076,18.740384615384617,102.15473441108546,0.9789050728277253,,True,False,9.211536454151057,24.75
16889,2016-03-21 00:00:00,20160321-sas-cha,19.0,David West,,,,,sas,cha,A,,,3600.0,4.0,-100.0,,,13.977777777777776,18.92136752136752,18.121794871794872,102.15473441108546,0.957742343481796,,False,True,8.168430845831463,33.0
20590,2016-03-21 00:00:00,20160321-sas-cha,19.0,Youssou Ndoye,,,,,sas,cha,A,,,,,,,,,,,102.15473441108546,,,False,False,,
20591,2016-03-21 00:00:00,20160321-sas-cha,19.0,Kawhi Leonard,,,,,sas,cha,A,,,8300.0,3.0,0.0,,,34.26666666666667,32.74459459459459,37.82432432432432,102.15473441108546,1.155131855887087,,False,False,9.60176937992291,58.5
21150,2016-03-21 00:00:00,20160321-sas-cha,19.0,Rasual Butler,,,,,sas,cha,A,,,,,,,,,9.4536231884058,6.663043478260869,102.15473441108546,0.7048137360110376,,False,False,7.193197818888347,27.5
21215,2016-03-21 00:00:00,20160321-sas-cha,19.0,Tim Duncan,,,,,sas,cha,A,,,4200.0,5.0,-100.0,,,17.1611111111111,22.856410256410257,22.98076923076923,102.15473441108546,1.005440879515369,,False,True,10.977914892392608,37.0
21732,2016-03-21 00:00:00,20160321-sas-cha,19.0,Patty Mills,,,,,sas,cha,A,,,4000.0,1.0,-200.0,,,21.755555555555535,20.21499999999999,17.90625,102.15473441108546,0.8857902547613163,,False,True,9.452426004565964,34.75
24131,2016-03-21 00:00:00,20160321-sas-cha,19.0,Kevin Martin,,,,,sas,cha,A,,,3000.0,2.0,0.0,,,12.166666666666677,12.960185185185193,10.26388888888889,102.15473441108546,0.7919554190183606,,False,False,7.063510324518197,19.5
1370,2016-03-21 00:00:00,20160321-was-atl,20.0,Martell Webster,,,,,was,atl,A,,,,,,,,,,,97.57345971563981,,,False,False,,
3080,2016-03-21 00:00:00,20160321-was-atl,20.0,John Wall,,,,,was,atl,A,,,9600.0,1.0,-400.0,,,35.66666666666665,36.40426356589147,48.127906976744185,97.57345971563981,1.3220403947914783,,False,True,11.117255476261846,69.0
4997,2016-03-21 00:00:00,20160321-was-atl,20.0,Toure' Murry,,,,,was,atl,A,,,,,,,,,,,97.57345971563981,,,False,False,,
5873,2016-03-21 00:00:00,20160321-was-atl,20.0,Josh Harrellson,,,,,was,atl,A,,,,,,,,,,,97.57345971563981,,,False,False,,
6857,2016-03-21 00:00:00,20160321-was-atl,20.0,J.J. Hickson,,,,,was,atl,A,,,3000.0,4.0,0.0,,,7.058333333333335,6.406666666666664,5.975,97.57345971563981,0.9326222684703438,,False,False,4.593851567282319,14.5
7111,2016-03-21 00:00:00,20160321-was-atl,20.0,Jarell Eddie,,,,,was,atl,A,,,3000.0,2.0,0.0,,,,4.674603174603173,3.5238095238095237,97.57345971563981,0.7538200339558576,,False,False,5.971758933673123,1.25
7563,2016-03-21 00:00:00,20160321-was-atl,20.0,Jaleel Roberts,,,,,was,atl,A,,,,,,,,,,,97.57345971563981,,,False,False,,
7917,2016-03-21 00:00:00,20160321-was-atl,20.0,Kelly Oubre,,,,,was,atl,A,,,3000.0,3.0,0.0,,,5.616666666666671,10.523809523809527,7.107142857142857,97.57345971563981,0.6753393665158368,,False,False,6.753617144746593,11.5
9025,2016-03-21 00:00:00,20160321-was-atl,20.0,Drew Gooden,,,,,was,atl,A,,,3000.0,4.0,0.0,,,,10.013636363636353,7.613636363636363,97.57345971563981,0.760326827054018,,False,False,7.615666525221323,9.5
10370,2016-03-21 00:00:00,20160321-was-atl,20.0,Gary Neal,,,,,was,atl,A,,,,,,,,,17.213725490196072,13.705882352941176,97.57345971563981,0.796218248092038,,False,False,6.70484624993699,
11344,2016-03-21 00:00:00,20160321-was-atl,20.0,Jared Dudley,,,,,was,atl,A,,,3200.0,3.0,-100.0,,,16.875000000000025,26.87015503875971,18.552325581395348,97.57345971563981,0.690443562928236,,False,True,9.35614105362261,34.5
12257,2016-03-21 00:00:00,20160321-was-atl,20.0,Jaron Johnson,,,,,was,atl,A,,,,,,,,,,,97.57345971563981,,,False,False,,
12818,2016-03-21 00:00:00,20160321-was-atl,20.0,Bradley Beal,,,,,was,atl,A,,,5200.0,2.0,-100.0,,,29.22777777777777,26.91728395061728,25.694444444444443,97.57345971563981,0.9545704719534011,,False,True,7.751343969488993,39.75
15753,2016-03-21 00:00:00,20160321-was-atl,20.0,Marcus Thornton,,,,,was,atl,A,,,3000.0,3.0,-100.0,,,11.405555555555557,16.605128205128214,14.173076923076923,97.57345971563981,0.8535361334156882,,False,True,8.581890593211158,25.75
16093,2016-03-21 00:00:00,20160321-was-atl,20.0,Garrett Temple,,,,,was,atl,A,,,3600.0,2.0,0.0,,,25.512499999999996,29.182558139534876,17.482558139534884,97.57345971563981,0.5990755867235129,,False,False,8.730828546571885,33.0
17347,2016-03-21 00:00:00,20160321-was-atl,20.0,Markieff Morris,,,,,was,atl,A,,,4800.0,4.0,0.0,,,25.125,25.813131313131315,24.303030303030305,97.57345971563981,0.9414987282332224,,False,False,11.674919294380711,45.75
17759,2016-03-21 00:00:00,20160321-was-atl,20.0,Marcin Gortat,,,,,was,atl,A,,,6600.0,5.0,-200.0,,,27.495833333333326,29.88416666666666,32.225,97.57345971563981,1.078330219458465,,False,True,9.241558865062226,57.5
17967,2016-03-21 00:00:00,20160321-was-atl,20.0,Otto Porter,,,,,was,atl,A,,,4900.0,3.0,0.0,,,32.9625,29.01228070175439,23.842105263157894,97.57345971563981,0.8217935538489447,,False,False,10.508269114007499,37.0
21872,2016-03-21 00:00:00,20160321-was-atl,20.0,Nene Hilario,,,,,was,atl,A,,,3900.0,4.0,-100.0,,,16.954166666666698,19.215656565656577,19.348484848484848,97.57345971563981,1.0069125029568684,,False,True,6.926494478275122,29.75
22362,2016-03-21 00:00:00,20160321-was-atl,20.0,Ramon Sessions,,,,,was,atl,A,,,3200.0,1.0,-100.0,,,17.145833333333325,20.111627906976736,17.680232558139537,97.57345971563981,0.8791049953746536,,False,True,6.9018039354705385,33.0
30392,2016-03-21 00:00:00,20160321-was-atl,20.0,Alan Anderson,,,,,was,atl,A,,,3000.0,2.0,0.0,,,10.899999999999986,14.470370370370366,11.305555555555555,97.57345971563981,0.7812899923214744,,False,False,7.607333815324379,24.5
